prefectureID,prefecture,center_name,Zip Code	,Address,TEL,FAX,long,lat
12,千葉県,船橋市保健所,273-8506,船橋市北本町1-16-55,047(409)3668,047(409)2952,139.9828135,35.7104136
12,千葉県,柏市保健所,277-0004,柏市柏下６５番地1,04-7167-1255,04-7167-1732,139.9866516,35.8669173
12,千葉県,市川保健所,272-0023,市川市南八幡5-11-22,047-377-1101,047-379-6623,139.9230136,35.7195084
12,千葉県,松戸保健所,271-8562,松戸市小根本7,047-361-2121,047-367-7554,139.9040062,35.78689019999999
12,千葉県,野田保健所,278-0006,野田市柳沢24,04-7124-8155,04-7124-2878,139.867596,35.953372
12,千葉県,印旛保健所,285-8520,佐倉市鏑木仲田町8－1,043-483-1133,043-486-2777,140.2320114,35.7143131
12,千葉県,長生保健所,297-0026,茂原市茂原1102－1,0475-22-5167,0475-24-3419,140.2865236,35.4265204
12,千葉県,夷隅保健所,299-5235,勝浦市出水1224,0470-73-0145,0470-73-0904,140.3171785,35.1509062
12,千葉県,市原保健所,290-0082,市原市五井中央南1－2－11,0436-21-6391,0436-22-8068,140.0823223,35.5121875
12,千葉県,君津保健所,292-0832,木更津市新田3－4－34,0438-22-3743,0438-25-4587,139.916719,35.3777724
12,千葉県,習志野保健所,275-0012,習志野市本大久保5－7－14,047-475-5151,047-475-5122,140.0559357,35.6856033
12,千葉県,香取保健所,287-0003,香取市佐原イ92-11,0478-52-9161,0478-54-5407,140.4949201,35.8945205
12,千葉県,海匝保健所,288-0817,銚子市清川町1-6-12,0479-22-0206,0479-24-9682,140.8250498,35.7282152
12,千葉県,山武保健所,283-0802,東金市東金907－1,0475-54-0611,0475-52-0274,140.3674195,35.5617607
12,千葉県,安房保健所,294-0045,館山市北条1093－1,0470-22-4511,0470-23-6694,139.8705863,34.9946346
13,東京都,千代田保健所,102-0073,千代田区九段北１－２－１４,03-5211-8161,03-5211-8190,139.7510008,35.6966305
13,東京都,中央区保健所,104-0044,中央区明石町12－1,03-3541-5936,03-3546-9554,139.7767393,35.666635
13,東京都,みなと保健所,108-8315,港区三田1-4-10,03-6400-0050,03-3455-4420,139.7430395,35.653958
13,東京都,新宿区保健所,160-0022,新宿区新宿５丁目１８番２１号,03-3209-1111,03-5273-3876,139.7053979,35.6942958
13,東京都,文京保健所,112-8555,文京区春日1－16－21,03-5803-1223,03-5803-1386,139.7527909,35.7079751
13,東京都,台東保健所,110-0015,台東区東上野4－22－8,03-3847-9401,03-3841-4325,139.7814653,35.7144672
13,東京都,墨田区保健所,130-8640,墨田区吾妻橋1－23－20,03-5608-6189,03-5608-6405,139.8014514,35.7106268
13,東京都,江東区保健所,135-0016,江東区東陽2－1－1,03-3647-5855,03-3615-7171,139.8142188,35.6657968
13,東京都,品川区保健所,140-8715,品川区広町2－1－36,03-5742-9132,03-5742-9104,139.7301566,35.6092231
13,東京都,目黒区保健所,153-8573,目黒区上目黒2－19－15,03-5722-9586,03-5722-9329,139.6980474,35.6413032
13,東京都,大田区保健所,144-8621,大田区蒲田5－13－14,03-5744-1262,03-5744-1523,139.7161,35.561451
13,東京都,世田谷保健所,154-8504,世田谷区世田谷4－22－35,03-5432-2432,03-5432-3022,139.6517816,35.64619
13,東京都,渋谷区保健所,150-8010,渋谷区宇田川町1－1,03-3463-1211,03-5458-4943,139.6979181,35.6637209
13,東京都,中野区保健所,164-0001,中野区中野2－17－4,03-3382-6661,03-3382-6667,139.6693657,35.702846
13,東京都,杉並保健所,167-0051,杉並区荻窪5－20－1,03-3391-1355,03-3391-1377,139.6202125,35.7022299
13,東京都,池袋保健所,170-0013,豊島区東池袋4-42-16,03-3987-4203,03-3987-4110,139.7208703,35.727547
13,東京都,北区保健所,114-0001,北区東十条2－7－3,03-3919-0376,03-3919-3308,139.730586,35.7629802
13,東京都,荒川区保健所,116-8502,荒川区荒川2-11-1,03-3802-3111,03-3806-2976,139.7833871,35.7370265
13,東京都,板橋区保健所,173-0014,板橋区大山東町３２－１５,03-3579-2332,03-3579-1337,139.707881,35.750574
13,東京都,練馬区保健所,176-8501,練馬区豊玉北6－12－1,03-3993-1111,03-5984-1211,139.6517047,35.7356708
13,東京都,足立保健所,120-0011,足立区中央本町1-5-3,03-3880-5891,03-3880-5602,139.8039761,35.7710465
13,東京都,葛飾区保健所,125-0062,葛飾区青戸4-15-14,03-3602-1231,03-3602-1298,139.8505312,35.7514865
13,東京都,江戸川保健所,132-8507,江戸川区中央4－24－19,03-5661-2464,03-3655-9925,139.8682575,35.7095832
13,東京都,八王子市保健所,192-0083,八王子市旭町１３－１８,042-645-5111,042-644-9100,139.3416429,35.6572734
13,東京都,町田市保健所,194-8520,町田市森野２丁目２番２２号　市庁舎７階,042-724-4241,050-3101-8202,139.4386447,35.5466429
13,東京都,多摩府中保健所,183-0022,府中市宮西町1-26-1（東京都府中合同庁舎内）,042-362-2334,042-360-2144,139.4772807,35.6709082
13,東京都,西多摩保健所,198-0042,青梅市東青梅1-167-15,0428-22-6141,0428-23-3987,139.2725799,35.7876443
13,東京都,島しょ保健所,163-8001,新宿区西新宿2－8－1,03-5320-4342,03-5388-1428,139.7096922,35.689045
13,東京都,南多摩保健所,206-0025,多摩市永山2－1－5,042-371-7661,042-375-6697,139.4473864,35.6279352
13,東京都,多摩立川保健所,190-0023,東京都立川市柴崎町2-21-19（東京都立川福祉保健庁舎内）,042-524-5171,042-528-2777,139.4086485,35.694059
13,東京都,多摩小平保健所,187-0002,小平市花小金井1－31－24,042-450-3111,042-450-3261,139.5165871,35.73008490000001
14,神奈川県,横浜市保健所,231-0005,横浜市中区本町6-50-10,045-671-4182,045-664-7296,139.6342277,35.4503614
14,神奈川県,川崎市保健所,212-0013,川崎市幸区堀川町580,044-200-2427,044-200-3986,139.6998239,35.5352045
14,神奈川県,相模原市保健所,252-0236,相模原市中央区富士見6-1-1,042-769-9241,042-750-3066,139.3740899,35.5698382
14,神奈川県,横須賀市保健所,238-0046,横須賀市西逸見町1－38－11,046-822-4300,046-822-4375,139.6525128,35.2843786
14,神奈川県,藤沢市保健所,251-0022,藤沢市鵠沼2131-1,0466-50-3592,0466-28-2020,139.4885601,35.3313187
14,神奈川県,茅ヶ崎市保健所,253-8660,茅ヶ崎市茅ヶ崎1－8－7,0467-85-1171,0467-82-0501,139.4000639,35.334069
14,神奈川県,平塚保健福祉事務所,254-0051,平塚市豊原町6－21,0463-32-0130,0463-35-4025,139.3379748,35.3352455
14,神奈川県,鎌倉保健福祉事務所,248-0014,鎌倉市由比ガ浜2－16－13,0467-24-3900,0467-24-4379,139.5471635,35.3126029
14,神奈川県,小田原保健福祉事務所,250-0042,小田原市荻窪350－1,0465-32-8000,0465-32-8138,139.1530506,35.2626426
14,神奈川県,厚木保健福祉事務所,243-0004,厚木市水引2－3－1,046-224-1111,046-225-4146,139.3575309,35.445188
15,新潟県,新潟市保健所,950-0914,新潟市中央区紫竹山３丁目３番１１号,025-212-8183,025-246-5672,139.0704134,37.900901
15,新潟県,新発田保健所,957-8511,新発田市豊町3－3－2,0254-26-9165,0254-26-6800,139.3403175,37.9379579
15,新潟県,新津保健所,956-0032,新潟市秋葉区南町9－33,0250-22-5171,0250-22-5188,139.1171462,37.793711
15,新潟県,三条保健所,955-0046,三条市興野1－13－45,0256-36-2360,0256-36-2365,138.9691525,37.6352356
15,新潟県,長岡保健所,940-0861,長岡市川崎町字前田2711－1,0258-33-4930,0258-33-4933,138.8770304,37.4524078
15,新潟県,魚沼保健所,946-0004,魚沼市大塚新田116－3,02579-2-1145,02579-2-6381,138.964855,37.23504459999999
15,新潟県,南魚沼保健所,949-6623,南魚沼市六日町620－2,0257-72-2457,0257-72-2190,138.8684775,37.0576786
15,新潟県,十日町保健所,948-0054,十日町市高山８５７,0257-57-2400,0257-57-2474,138.745597,37.128829
15,新潟県,柏崎保健所,945-0053,柏崎市鏡町11－9,0257-22-4165,0257-22-4190,138.5591328,37.3680951
15,新潟県,糸魚川保健所,941-0052,糸魚川市南押上1－15－1,0255-52-1783,025-552-8800,137.8791652,37.0452523
15,新潟県,村上保健所,958-0864,村上市肴町10－15,0254-53-3151,0254-52-2881,139.4695257,38.2258363
15,新潟県,佐渡保健所,952-1555,佐渡市相川2町目浜町20－1,0259-74-3315,0259-74-4563,138.2406466,38.0305937
15,新潟県,上越保健所,943-0807,上越市春日山町3－8－34,0255-24-6133,0255-24-6998,138.2344341,37.1410654
16,富山県,富山市保健所,939-8588,富山市蜷川459－1,076-428-1155,076-428-1150,137.2055674,36.6453371
16,富山県,高岡厚生センター,933-0806,高岡市赤祖父211,0766-26-8413,0766-26-8464,137.0224181,36.7327295
16,富山県,新川厚生センター,938-0025,黒部市堀切新343,0765-52-1224,0765-52-4440,137.4410116,36.8757889
16,富山県,中部厚生センター,930-0355,中新川郡上市町横法音寺40,076-472-1234,076-473-0667,137.3546956,36.7031433
16,富山県,砺波厚生センター,939-1506,南砺市高儀147,0763-22-3511,0763-22-7235,136.933417,36.6049805
17,石川県,金沢市保健所,920-8533,金沢市西念3－4－25,076-234-5102,076-234-5104,136.6355342,36.5898381
17,石川県,南加賀保健所,923-8648,小松市園町ヌ48,0761-22-0793,0761-22-0805,136.4649396,36.41101159999999
17,石川県,石川中央保健所,924-0864,白山市馬場2丁目7番地,076-275-2251,076-275-2257,136.5639646,36.5193473
17,石川県,能登中部保健所,926-0021,七尾市本府中町ソ部27番9,0767-53-2482,0767-53-2484,136.9718523,37.0401374
17,石川県,能登北部保健所,928-0079,輪島市鳳至町畠田102－4,0768-22-2011,0768-22-5550,136.8967309,37.3919959
18,福井県,福井市保健所,918-8004,福井市西木田２丁目８番８号,0776－33－5182,0776－33－5473,136.2138273,36.0546268
18,福井県,福井保健所,918-8540,福井市西木田2－8－8,0776-36-1116,0776-34-7215,136.2138273,36.0546268
18,福井県,坂井保健所,919-0632,あわら市春宮2－21－17,0776-73-0600,0776-73-0763,136.2314236,36.2185109
18,福井県,二州保健所,914-0057,敦賀市開町6－5,0770-22-3747,0770-24-1205,136.0685048,35.6468665
18,福井県,若狭保健所,917-0073,小浜市四谷町3－10,0770-52-1300,0770-52-1058,135.7479156,35.4963142
18,福井県,奥越保健所,912-0084,大野市天神町1の1,0779-66-2076,0779-65-8410,136.487702,35.9812115
18,福井県,丹南保健所,916-0022,鯖江市水落町1－2－25,0778-51-0034,0778-51-7804,136.1825115,35.9599023
19,山梨県,甲府市保健所,400-0858,山梨県甲府市相生2-17-1,055-237-2586,055-227-5294,138.5678018,35.6561679
19,山梨県,中北保健所,407-0024,韮崎市本町四丁目2-4,0551-23-3443,0551-23-3075,138.4586601,35.70077740000001
19,山梨県,峡東保健所,405-0003,山梨市下井尻126－1,0553-20-2750,0553-20-2754,138.7127899,35.7037413
19,山梨県,峡南保健所,400-0692,南巨摩郡富士川町鰍沢771-2,0556-22-8145,0556-22-8147,138.4629927,35.5467195
19,山梨県,富士・東部保健所,403-0005,富士吉田市上吉田1－2－5,0555-24-9032,0555-24-9037,138.8010438,35.4805617
20,長野県,長野市保健所,380-0928,長野市若里6－6－1,026-226-9941,026-226-9981,138.1923428,36.6268745
20,長野県,松本市保健所,390-0852,松本市大字島立1020松本合同庁舎内１Ｆ,0263-40-0700,,137.943523,36.234887
20,長野県,佐久保健所,385-8533,佐久市跡部65－1,0267-63-3162,0267-63-3221,138.4615629,36.2295551
20,長野県,上田保健所,386-8555,上田市材木町1－2－6,0268-25-7147,0268-23-1973,138.2607773,36.40022039999999
20,長野県,諏訪保健所,392-8601,諏訪市上川1－1644－10,0266-57-2925,0266-57-2953,138.1073764,36.0339667
20,長野県,伊那保健所,396-8666,伊那市荒井3497伊那合同庁舎内,0265-76-6835,0265-76-7033,137.957594,35.8394858
20,長野県,飯田保健所,395-0034,飯田市追手町2－678,0265-53-0442,0265-53-0469,137.8294179,35.5137784
20,長野県,木曽保健所,397-8550,木曽郡木曽町福島2757-1,0264-25-2231,0264-24-2276,137.6879986,35.8390986
20,長野県,松本保健所,390-0852,松本市大字島立1020,0263-40-1937,0263-47-9293,137.9435318,36.2348871
20,長野県,大町保健所,398-8602,大町市大字大町1058－2,0261-23-6525,0261-23-2266,130.1220381,33.2137902
20,長野県,長野保健所,380-0936,長野市中御所岡田98－1,026-223-2131,026-223-7669,138.182844,36.635368
20,長野県,北信保健所,389-2255,飯山市大字静間1340－1,0269-62-3105,0269-62-6036,138.3590712,36.8363304
21,岐阜県,岐阜市保健所,500-8309,岐阜市都通2－19,058-252-7197,058-252-0639,136.7466599,35.4197712
21,岐阜県,関保健所,501-3756,美濃市生櫛1612－2,0575-33-4011,0575-33-4701,136.9002985,35.5305909
21,岐阜県,東濃保健所,507-8708,多治見市上野町5－68－1,0572-23-1111,0572-25-6657,137.1269702,35.3450808
