ID,Union name,Establishment Date,Zip Code,Address,Telephone Number,long,lat
18490,南空知公衆衛生組合,1967-05-17 00:00:00,691306,北海道夕張郡長沼町東5線北8番地,0123883900,141.7272284,43.020858
18554,南部後志環境衛生組合,1968-01-05 00:00:00,480192,北海道寿都郡黒松内町字黒松内302番地1,0136772370,140.3074283,42.6679093
18571,中空知広域市町村圏組合（事業会計分）,1970-11-09 00:00:00,738686,北海道滝川市大町1丁目2番15号滝川市役所内,0125221226,141.9102531,43.5578322
18597,岩内地方衛生組合,1968-03-30 00:00:00,450025,北海道岩内郡岩内町字敷島内715番地4,0135622736,140.4725252,42.9478944
18601,北部桧山衛生センター組合,1968-04-11 00:00:00,494516,北海道久遠郡せたな町北桧山区共和120番地5,0137860070,139.8469716,42.3801119
18619,羽幌町外２町村衛生施設組合,1968-04-16 00:00:00,784141,北海道苫前郡羽幌町字築別815番地,0164681001,141.7747219,44.41653609999999
18635,空知教育センター組合,1968-04-26 00:00:00,730014,北海道滝川市文京町4丁目1-1,0125221371,141.9274877,43.5698906
18643,北海道町村議会議員公務災害補償等組合,1968-05-01 00:00:00,600004,北海道札幌市中央区北4条西6丁目2番地,0112512882,141.3469665,43.0652821
18651,羊蹄山麓環境衛生組合,1968-05-01 00:00:00,440077,北海道虻田郡倶知安町字比羅夫266番地3,0136220211,140.7400768,42.8585092
18678,北海道後期高齢者医療広域連合,2007-03-01 00:00:00,600062,北海道札幌市中央区南2条西14丁目,0112905601,141.3362254,43.0555768
18686,南渡島衛生施設組合,1968-10-21 00:00:00,411133,北海道亀田郡七飯町字中島388番地1,0138652713,140.705551,41.86894849999999
18694,砂川地区保健衛生組合,1968-10-22 00:00:00,730168,北海道砂川市西8条北22丁目127番地6,0125535353,141.904639,43.5264642
18716,苫小牧港管理組合,1965-07-01 00:00:00,530003,北海道苫小牧市入船町3丁目4番21号,0144345551,141.6231419,42.6449635
18732,斜里郡３町終末処理事業組合,1968-11-25 00:00:00,994144,北海道斜里郡斜里町字大栄144番地,0152231069,144.5702975,43.9029806
18759,西天北五町衛生施設組合,1969-01-14 00:00:00,983223,北海道天塩郡幌延町字幌延884番地,0163251154,141.815827,45.002539
18775,南十勝複合事務組合,1969-02-04 00:00:00,892446,広尾郡広尾町字紋別760番地の3,0155852811,143.3715593,42.4024754
18791,安平・厚真行政事務組合,1969-04-01 00:00:00,591502,北海道勇払郡安平町早来北進218番地7,0145223151,141.8535909,42.7538968
18830,中空知衛生施設組合,1969-07-01 00:00:00,730026,北海道滝川市東滝川760番地1,0125753800,141.9733945,43.5813114
18856,十勝圏複合事務組合（普通会計分）,1969-07-14 00:00:00,802464,北海道帯広市西24条北4丁目1番地5,0155373491,143.1194543,42.9422203
18899,南部桧山衛生処理組合,1969-11-12 00:00:00,430023,北海道檜山郡江差町字田沢町681番地,0139536301,140.1591518,41.90866
18902,中・北空知廃棄物処理広域連合,2010-02-02 00:00:00,730402,北海道歌志内市字東光30番地17,0125425389,142.0520713,43.5080306
18911,北空知衛生施設組合,1970-04-27 00:00:00,790592,"北海道雨竜郡妹背牛町字妹背牛5200番地
妹背牛町役場住民課住民グループ内",0164322411,141.9615073,43.69989109999999
18929,南宗谷衛生施設組合,1970-05-06 00:00:00,985761,北海道枝幸郡浜頓別町智福2-13,0163422415,142.3484662,45.1493505
18937,函館圏公立大学広域連合,1997-11-05 00:00:00,408666,北海道函館市東雲町４番１３号,0138213620,140.7289379,41.76870170000001
18945,西胆振行政事務組合,1970-07-01 00:00:00,520012,北海道伊達市松ヶ枝町13番地1,0142215000,140.8796974,42.4699381
18953,根室北部衛生組合,1970-07-10 00:00:00,861632,北海道標津郡標津町北2条西1丁目1-3,0153822131,145.1312985,43.6614139
18961,江差町・上ノ国町学校給食組合,1970-07-25 00:00:00,430063,北海道檜山郡江差町字南浜町411番地,0139521356,140.1286539,41.8520237
18970,渡島・檜山地方税滞納整理機構,2004-04-01 00:00:00,418558,北海道函館市美原4丁目6番16号　渡島合同庁舎内,0138477722,140.7530476,41.8196859
19003,川上郡衛生処理組合,1970-09-01 00:00:00,883151,北海道川上郡標茶町字熊牛原野18線西9番地,0154862223,144.5386545,43.3861521
19011,石狩北部地区消防事務組合,1970-10-01 00:00:00,613211,北海道石狩市花川北1条1丁目2番地3,0133745119,141.2990796,43.15838960000001
19020,渡島西部広域事務組合,1970-10-01 00:00:00,491331,北海道松前郡福島町字三岳45番地の1,0139473511,140.2557256,41.48744749999999
19046,中空知広域市町村圏組合（普通会計分）,1970-11-09 00:00:00,738686,北海道滝川市大町1丁目2番15号滝川市役所内,0125221226,141.9102531,43.5578322
19097,西空知広域水道企業団,1971-03-25 00:00:00,731102,北海道樺戸郡新十津川町字大和232番地20,0125762486,141.8507578,43.5856696
19101,日高東部消防組合,1971-04-01 00:00:00,570024,北海道浦河郡浦河町築地1丁目2番9号,0146222144,142.7696149,42.16756729999999
19135,日高中部消防組合,1971-06-01 00:00:00,560005,北海道日高郡新ひだか町静内こうせい町2丁目1番1号,0146420941,142.3707714,42.3449195
19143,胆振東部消防組合,1971-07-01 00:00:00,591604,北海道勇払郡厚真町錦町47番地の2,0145267100,141.8750845,42.7274636
19160,日高中部衛生施設組合,1971-08-01 00:00:00,560017,北海道日高郡新ひだか町静内御幸町3丁目2番50号,0146490289,142.3685185,42.3411615
19186,上川北部消防事務組合,1971-10-01 00:00:00,960034,北海道名寄市西4条北3丁目,0165432627,142.4572472,44.3593542
19194,遠軽地区広域組合,1971-10-01 00:00:00,990492,北海道紋別郡遠軽町1条通北3丁目,0158427600,143.5287478,44.0613838
19208,美幌・津別広域事務組合,1971-10-11 00:00:00,920012,北海道網走郡美幌町字栄町1丁目4,0152731211,144.1082164,43.8276928
19216,網走地区消防組合,1971-10-25 00:00:00,930012,北海道網走市南2条西4丁目2番地,0152439486,144.2610019,44.0213233
19224,網走地方教育研修センター組合,1971-12-01 00:00:00,930033,北海道網走市駒場北4丁目2番1号,0152432917,144.2807263,44.0041866
19232,愛別町外３町塵芥処理組合,1972-02-05 00:00:00,781411,北海道上川郡愛別町字金富1064番地,0165865194,142.5590682,43.9145983
19241,滝川地区広域消防事務組合,1972-03-28 00:00:00,730014,北海道滝川市文京町4丁目1番5号,0125230119,141.9275708,43.57041539999999
19259,北見地区消防組合,1972-04-01 00:00:00,900065,北海道北見市寿町2丁目1-28,0157251515,143.8827187,43.81221850000001
19267,南空知消防組合,1972-04-01 00:00:00,691511,北海道夕張郡栗山町中央3丁目309番地2,0123721835,141.7795514,43.05690310000001
19275,深川地区消防組合,1972-04-01 00:00:00,740008,北海道深川市8条10番20号,0164223160,142.0473607,43.7165781
19283,岩見沢地区消防事務組合,1972-04-01 00:00:00,680008,北海道岩見沢市8条東10丁目2番地47,0126224300,141.7807143,43.2037565
19291,砂川地区広域消防組合,1972-04-01 00:00:00,730152,北海道砂川市東2条北7丁目1番5号,0125542196,141.9105968,43.4986812
19305,根室北部消防事務組合,1972-04-01 00:00:00,861164,北海道標津郡中標津町丸山2丁目22番地,0153729114,144.9732883,43.555713
19313,士別地方消防事務組合,1972-04-01 00:00:00,950016,北海道士別市東6条4丁目1番地,0165234709,142.4006501,44.1790539
19321,胆振東部日高西部衛生組合,1972-04-01 00:00:00,540064,北海道勇払郡むかわ町晴海94番地先,0145422753,141.8840825,42.5863144
19330,西いぶり広域連合,2000-03-08 00:00:00,500051,北海道室蘭市石川町22番地2,0143590705,140.9165528,42.3811208
19348,利尻郡清掃施設組合,1972-06-01 00:00:00,970101,北海道利尻郡利尻富士町鴛泊字富士野6番地,0163822513,141.2145697,45.2474977
19364,上川教育研修センター組合,1972-09-01 00:00:00,700036,北海道旭川市6条通4丁目,0166242501,142.3568446,43.77257849999999
19372,南渡島消防事務組合,1972-12-18 00:00:00,490162,北海道北斗市中央2丁目6番6号　北斗消防署内,0138735130,140.6521048,41.82122349999999
19381,斜里地区消防組合,1973-03-17 00:00:00,994113,北海道斜里郡斜里町本町14番地3,0152233647,144.6696175,43.9112616
19402,羊蹄山ろく消防組合,1973-04-01 00:00:00,440003,北海道虻田郡倶知安町北3条東4丁目1番地3,0136222822,140.7600019,42.9014438
19411,南部後志衛生施設組合,1973-04-01 00:00:00,480403,北海道寿都郡寿都町字政泊町政泊57番地1,0136623166,140.1829304,42.8127372
19429,大雪消防組合,1973-04-01 00:00:00,710208,北海道上川郡美瑛町本町4丁目5番20号,0166922029,142.4683099,43.5888083
19437,大雪清掃組合,1973-04-01 00:00:00,710292,北海道上川郡美瑛町本町4丁目6番1号　美瑛町役場内,0166922247,142.4669694,43.5880947
19445,北留萌消防組合,1973-04-01 00:00:00,784105,北海道苫前郡羽幌町南5条4丁目6番地,0164621220,141.702653,44.362149
19453,稚内地区消防事務組合,1973-04-01 00:00:00,970021,北海道稚内市港5丁目1-37,0162232177,141.6771972,45.404027
19461,利尻礼文消防事務組合,1973-04-01 00:00:00,970401,北海道利尻郡利尻町沓形字泉町68番地,0163842742,141.140653,45.1790502
19470,南宗谷消防組合,1973-04-01 00:00:00,985808,北海道枝幸郡枝幸町新港町908番地４,0163621421,142.5743376,44.9304174
19488,紋別地区消防組合,1973-04-01 00:00:00,948707,北海道紋別市幸町2丁目1－18,0158242111,143.354179,44.3564855
19496,日高西部消防組合,1973-04-01 00:00:00,550001,北海道沙流郡日高町富川北7丁目1番10号,0145621521,142.0378389,42.5233873
19500,平取町外２町衛生施設組合,1973-04-01 00:00:00,550102,北海道沙流郡平取町字小平39番地2,0145722024,142.166829,42.578702
19518,釧路北部消防事務組合,1973-04-01 00:00:00,883215,北海道川上郡弟子屈町美里3丁目8番1号,0154823276,144.4434044,43.4879749
19534,利尻郡学校給食組合,1973-04-17 00:00:00,970211,"北海道利尻郡利尻富士町鬼脇字
清川116番地",0163831057,141.3162093,45.1416908
19551,渡島廃棄物処理広域連合,2000-09-27 00:00:00,490132,北海道北斗市館野105番地,0138743535,140.611742,41.7951985
19577,留萌南部衛生組合,1973-11-26 00:00:00,770046,北海道留萌市港町3丁目71番地,0164432555,141.6365749,43.9414174
19585,道央廃棄物処理組合,2014-02-18 00:00:00,660042,北海道千歳市東雲町2丁目34番地6,0123405300,141.6508964,42.8215628
19593,檜山広域行政組合,1974-04-01 00:00:00,430052,北海道檜山郡江差町字茂尻町96番地,0139523026,140.1266106,41.86131779999999
19607,北十勝２町環境衛生処理組合,1974-02-27 00:00:00,801408,北海道河東郡上士幌町字上士幌西1線214番地,0156424055,143.2639995,43.2158051
19615,石狩東部広域水道企業団,1974-03-01 00:00:00,611422,北海道恵庭市盤尻264番地の1,0123332191,141.5051246,42.8473459
19623,月新水道企業団,1974-04-01 00:00:00,610592,北海道樺戸郡月形町1219番地,0126532365,141.6692249,43.3387256
19631,留萌消防組合,1974-04-01 00:00:00,770021,北海道留萌市高砂町3丁目6番11号,0164422212,141.6556461,43.9389987
19640,岩内・寿都地方消防組合,1974-04-01 00:00:00,450013,北海道岩内郡岩内町字高台8番地1,0135622403,140.5115704,42.9794019
19658,北後志消防組合,1974-04-01 00:00:00,460003,北海道余市郡余市町黒川町6丁目25番地2,0135233759,140.7895754,43.1885998
19666,釧路東部消防組合,1974-04-01 00:00:00,881124,北海道厚岸郡厚岸町宮園2丁目414番地2,0153525111,144.8298357,43.0586898
19712,中標津町外２町葬斎組合,1974-07-25 00:00:00,861197,北海道標津郡中標津町丸山2丁目22番地(中標津町役場内町民生活部生活課環境衛生係),0153733111,144.9714259,43.555221
19721,釧路広域連合,2002-08-12 00:00:00,850807,北海道釧路市高山30番地1,0154922002,144.4719781,42.9569519
19739,石狩教育研修センター組合,1975-02-15 00:00:00,611112,北海道北広島市共栄315番地,0113730880,141.5562708,42.98719819999999
19747,後志教育研修センター組合,1975-03-15 00:00:00,440013,北海道虻田郡倶知安町南3条東4丁目,0136221337,140.7609019,42.8997307
19755,西紋別地区環境衛生施設組合,1975-04-01 00:00:00,981621,北海道紋別郡興部町字秋里9番地の4,0158822924,143.1335923,44.44758900000001
19771,日高管内地方税滞納整理機構,2007-04-01 00:00:00,578558,北海道浦河郡浦河町栄丘東通56号日高合同庁舎内,0146229270,142.7683239,42.172477
19780,大雪葬斎組合,1976-04-01 00:00:00,711592,北海道上川郡東神楽町南1条西1丁目3番2号　東神楽町役場　くらしの窓口課,0166835402,142.4514672,43.6966319
19810,石狩湾新港管理組合,1978-04-01 00:00:00,613244,北海道石狩市新港南2丁目725-1,0133646661,141.316623,43.1913012
19828,北空知広域水道企業団,1978-06-20 00:00:00,782222,北海道雨竜郡沼田町字沼田1248番地1,0164351878,141.9286888,43.82146669999999
19844,広域紋別病院企業団,2010-11-12 00:00:00,940007,北海道紋別市落石町1丁目3番37号,0158243111,143.3467186,44.361778
19852,北空知圏学校給食組合,2013-04-01 00:00:00,740014,北海道深川市開西町１丁目６番４号,0164235533,142.0131349,43.7108448
19879,十勝中部広域水道企業団,1981-10-13 00:00:00,808670,"北海道帯広市西5条南7丁目1番地
帯広市役所",0155654208,143.196026,42.9239581
19895,中空知広域水道企業団,1983-04-01 00:00:00,730085,北海道砂川市富平337-1,0125533831,141.9330268,43.54724590000001
19909,利尻島国民健康保険病院組合,1984-01-17 00:00:00,970401,北海道利尻郡利尻町沓形字緑町11番地,0163842626,141.1375158,45.1860006
19917,石狩川流域下水道組合,1985-11-21 00:00:00,790315,北海道空知郡奈井江町字茶志内10番地,0125655418,141.9228195,43.4043419
19925,釧路公立大学事務組合,1987-02-20 00:00:00,858585,北海道釧路市芦野4丁目1番1号,0154373211,144.3965248,43.0182937
19941,函館湾流域下水道事務組合,1989-10-24 00:00:00,410823,北海道函館市昭和町42番地,0138439321,140.7262618,41.8164489
19968,釧路白糠工業用水道企業団,1991-04-01 00:00:00,880392,北海道白糠郡白糠町西1条南1丁目1番地1　白糠町役場内,0154722171,144.071805,42.956161
19976,南空知ふるさと市町村圏組合,1991-12-01 00:00:00,680034,北海道岩見沢市有明町南1番地20,0126258001,141.7588601,43.203234
19984,石狩西部広域水道企業団,1992-03-03 00:00:00,630846,北海道札幌市西区八軒6条西2丁目1番5号,0112157554,141.31261,43.0887226
28037,中部上北広域事業組合,1972-04-01 00:00:00,392571,青森県上北郡七戸町字蛇坂55-8,0176625151,141.1544108,40.7127698
28061,青森県市町村総合事務組合,1951-12-25 00:00:00,300801,青森県青森市新町2丁目4-1 青森県共同ビル内,0177231331,140.7425151,40.8252469
28126,青森県市町村職員退職手当組合,1957-03-22 00:00:00,300812,青森県青森市堤町2丁目1-1,0177341678,140.7549707,40.8234494
28177,弘前地区環境整備事務組合,1962-02-20 00:00:00,368314,青森県弘前市大字町田字筒井6-2,0172315600,140.464567,40.64228689999999
28185,黒石地区清掃施設組合,1962-02-20 00:00:00,360534,青森県黒石市大字竹鼻字南野田62-1,0172531222,140.59481,40.6908698
28193,西北五環境整備事務組合,1962-03-10 00:00:00,378686,青森県五所川原市大字布屋町41-1,0173381205,140.4461459,40.8077364
28266,三戸地区環境整備事務組合,1964-04-10 00:00:00,390105,青森県三戸郡南部町大字沖田面字千刈45,0179230567,141.2797338,40.4109033
28291,西海岸衛生処理組合,1965-08-14 00:00:00,382732,青森県西津軽郡鰺ヶ沢町大字日照田町字吉川85,0173724783,140.1996401,40.7534517
28304,西北五広域福祉事務組合,1966-04-01 00:00:00,382817,青森県つがる市森田町床舞鶴喰104-2 森田学園内,0173263100,140.3187651,40.7658
28339,十和田地区食肉処理事務組合,1966-09-09 00:00:00,348615,青森県十和田市西十二番町6-1,0176585840,141.2055574,40.6125243
28347,上北地方教育・福祉事務組合,1973-04-18 00:00:00,392571,青森県上北郡七戸町字蛇坂55-8,0176625154,141.1544108,40.7127698
28398,青森県交通災害共済組合,1968-01-11 00:00:00,300801,青森県青森市新町2丁目4-1 青森県共同ビル内,0177223292,140.7425151,40.8252469
28444,青森県新産業都市建設事業団,1964-02-01 00:00:00,300822,青森県青森市中央3丁目20-12,0177349776,140.7503637,40.8180836
28533,五所川原地区消防事務組合,1970-04-01 00:00:00,370036,青森県五所川原市中央4-130,0173354382,140.4512914,40.7954539
28568,弘前地区消防事務組合,1971-04-01 00:00:00,368203,青森県弘前市大字本町2-1,0172325101,140.463854,40.6014959
28576,一部事務組合下北医療センター,1971-04-01 00:00:00,350071,青森県むつ市小川町1丁目2-8 むつ総合病院内,0175222111,141.2017181,41.2936685
28592,八戸地域広域市町村圏事務組合,1971-04-01 00:00:00,318686,青森県八戸市内丸一丁目１番1号,0178439556,141.489064,40.5118647
28614,下北地域広域行政事務組合,1972-06-01 00:00:00,350073,青森県むつ市中央1丁目8-1,0175282100,141.183418,41.2927991
28622,鯵ケ沢地区消防事務組合,1972-08-01 00:00:00,382761,青森県西津軽郡鰺ケ沢町大字舞戸町字鳴戸385番地２,0173724527,140.2338501,40.7824974
28631,十和田地域広域事務組合,1972-09-01 00:00:00,340051,青森県十和田市大字伝法寺字大窪60-3,0176208100,141.2544975,40.57847760000001
28665,津軽広域水道企業団,1974-07-01 00:00:00,360342,青森県黒石市大字石名坂字姥懐2,0172526033,140.6327548,40.6304544
28673,田子高原広域事務組合,1978-07-01 00:00:00,390201,青森県三戸郡田子町大字田子字天神堂平81 田子町役場内,0179207115,141.1522825,40.340033
28681,久吉ダム水道企業団,1980-07-08 00:00:00,380221,青森県南津軽郡大鰐町大字虹貝字清川155-3,0172482229,140.5639292,40.5199919
28703,青森県市長会館管理組合,1983-04-19 00:00:00,300801,青森県青森市新町2丁目4-1 青森県共同ビル内,0177223292,140.7425151,40.8252469
28711,八戸圏域水道企業団,1986-01-24 00:00:00,391112,青森県八戸市南白山台1丁目11-1,0178707000,141.4647784,40.4799319
28746,青森地域広域事務組合,1991-02-01 00:00:00,300861,青森県青森市長島2丁目1-1,0177355016,140.7396666,40.8234962
28771,北部上北広域事務組合,1996-04-01 00:00:00,393113,青森県上北郡野辺地町字田狭沢40-9,0175641066,141.1430744,40.8719961
28789,津軽広域連合,1998-02-01 00:00:00,368003,青森県弘前市大字駅前町9-20,0172311201,140.481759,40.5975239
28797,つがる西北五広域連合,1999-03-25 00:00:00,370074,青森県五所川原市字岩木町12-3 つがる総合病院3階,0173381000,140.440874,40.8079538
28801,青森県後期高齢者医療広域連合,2007-02-01 00:00:00,300801,青森県青森市新町2丁目4-1 青森県共同ビル内,0177213821,140.7425151,40.8252469
38083,矢櫃山造林一部事務組合,1954-12-10 00:00:00,200595,岩手県雫石町千刈田5-1,0196926495,140.9757745,39.6962653
38130,陸前高田市及び大船渡市営林組合,1955-04-01 00:00:00,292292,岩手県陸前高田市高田町字鳴石42-5,0192542111,141.6254275,39.0277476
38156,岩手県市町村総合事務組合,1957-09-01 00:00:00,200821,岩手県盛岡市山王町4-1,0196226242,141.1662884,39.6964407
38181,大船渡地区消防組合,1973-04-01 00:00:00,220003,岩手県大船渡市盛町字宇津野沢15,0192272119,141.7085767,39.0819056
38199,北上地区広域行政組合,1988-04-01 00:00:00,240003,岩手県北上市成田23-55-1,0197682203,141.1279822,39.3466779
38288,二戸地区広域行政事務組合,1964-01-27 00:00:00,286102,岩手県二戸市下斗米字細越20－1,0195237772,141.2860649,40.2939864
38296,盛岡北部行政事務組合,1964-02-06 00:00:00,287405,岩手県八幡平市平舘第２７地割４９番地,0195742716,141.100595,39.94546800000001
38334,岩手・玉山環境組合,1966-03-24 00:00:00,284122,岩手県盛岡市寺林字平森54-54,0196820552,141.2114598,39.8979694
38407,盛岡・紫波地区環境施設組合,1968-02-21 00:00:00,283603,岩手県紫波郡矢巾町大字西徳田12-168-2,0196973835,141.1699041,39.609745
38440,岩手県競馬組合,1964-03-18 00:00:00,200803,岩手県盛岡市新庄字上八木田10,0196267711,141.2173663,39.6917949
38539,岩手県沿岸知的障害児施設組合,1970-04-22 00:00:00,278501,岩手県宮古市宮町1-30,0193622111,141.9448345,39.6397584
38547,盛岡地区衛生処理組合,1970-07-23 00:00:00,200654,岩手県滝沢市中鵜飼55,0196842111,141.0778456,39.7350425
38555,大船渡地区環境衛生組合,1970-07-25 00:00:00,220097,岩手県大船渡市猪川町字藤沢口54-1,0192264739,141.6901826,39.0988942
38563,盛岡地区広域消防組合,1970-10-01 00:00:00,200045,岩手県盛岡市盛岡駅西通1-27‐55,0196267401,141.1294001,39.70058239999999
38628,釜石大槌地区行政事務組合,1972-05-01 00:00:00,260031,岩手県釜石市鈴子町15-2,0193311336,141.8695189,39.2743782
38679,宮古地区広域行政組合,1973-05-08 00:00:00,270058,岩手県宮古市千徳14-121-5,0193642011,141.8799853,39.6520515
38709,北上地区消防組合,1974-04-01 00:00:00,240083,岩手県北上市柳原町二丁目３番６号,0197655171,141.1091615,39.2928165
38733,奥州金ケ崎行政事務組合,1988-02-01 00:00:00,230003,岩手県奥州市水沢佐倉河字仙人49,0197245821,141.1584682,39.1615772
38750,岩手県自治会館管理組合,1992-02-15 00:00:00,200821,岩手県盛岡市山王町4-1,0196226171,141.1662884,39.6964407
38784,気仙広域連合,1998-03-18 00:00:00,220003,岩手県大船渡市盛町字宇津野沢15,0192273111,141.7085767,39.0819056
38806,久慈広域連合,2000-09-05 00:00:00,280056,岩手県久慈市中町一丁目67番地,0194613344,141.7648169,40.1887278
38814,岩手中部広域行政組合,2002-11-01 00:00:00,240335,岩手県北上市和賀町後藤3-60,0197728286,141.0136542,39.332111
38822,一関地区広域行政組合,2006-04-01 00:00:00,218501,岩手県一関市竹山町７－２,0191212111,141.1267553,38.934784
38831,岩手沿岸南部広域環境組合,2006-04-14 00:00:00,260001,岩手県釜石市大字平田3-81-3,0193277020,141.9157516,39.2283286
38849,岩手県後期高齢者医療広域連合,2007-02-01 00:00:00,200821,岩手県盛岡市山王町4-1,0196067500,141.1662884,39.6964407
38865,滝沢・雫石環境組合,2010-10-01 00:00:00,200654,岩手県滝沢市中鵜飼55,0196842111,141.0778456,39.7350425
38873,岩手中部水道企業団,2013-10-11 00:00:00,250004,岩手県花巻市葛3-183-1,0198295377,141.1499855,39.431027
48101,色麻町外一市一ヶ村花川ダム管理組合,1964-12-09 00:00:00,9814122,宮城県加美郡色麻町四竃字北谷地41番地,0229652111,140.8499189,38.5487881
48151,吉田川流域溜池大和町外３市３ケ町村組合,1951-07-05 00:00:00,9813680,宮城県黒川郡大和町吉岡まほろば一丁目1番地の1,0223451119,140.8848315,38.4371468
48160,大衡村外一町牛野ダム管理組合,1978-02-08 00:00:00,9813692,宮城県黒川郡大衡村大衡字平林62番地,0223418514,140.8804866,38.4665476
48453,白石市外二町組合（普通会計分）,1949-06-01 00:00:00,9890231,宮城県白石市福岡蔵本字下原沖36番地,0224252145,140.6094426,38.01194479999999
48674,黒川地域行政事務組合（普通会計分）,1966-04-01 00:00:00,9813621,宮城県黒川郡大和町吉岡字下町15番地の1,0223451541,140.882906,38.4490166
48691,亘理名取共立衛生処理組合,1963-02-04 00:00:00,9892421,宮城県岩沼市下野郷字新藤曽根1番地の1,0223221717,140.9223093,38.1140237
48721,宮城東部衛生処理組合,1965-07-14 00:00:00,9810111,宮城県宮城郡利府町加瀬字新船岡5番地,0223686017,140.9795537,38.3092454
49221,宮城県市町村職員退職手当組合,1956-04-01 00:00:00,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222212030,140.872458,38.2695927
49255,宮城県市町村非常勤消防団員補償報償組合,1952-05-01 00:00:00,9800011,宮城県仙台市青葉区上杉1丁目2番3号,0222219201,140.872458,38.2695927
49280,石巻地区広域行政事務組合,1969-04-01 00:00:00,9860844,宮城県石巻市重吉町8番地20,0225963101,141.2517728,38.4151998
49298,塩釜地区消防事務組合,1970-04-01 00:00:00,9850021,宮城県塩竈市尾島町17番22号,0223610119,141.0235183,38.3164826
49310,亘理地区行政事務組合,1970-04-01 00:00:00,9892351,宮城県亘理郡亘理町字祝田34番地2,0223347737,140.8471483,38.0350915
49328,仙南地域広域行政事務組合,1970-08-08 00:00:00,9891264,宮城県柴田郡大河原町字新青川1番地1,0224522628,140.737661,38.0630303
49361,大崎地域広域行政事務組合,1971-08-02 00:00:00,9896174,宮城県大崎市古川千手寺町二丁目５番２０号,0229232325,140.9562376,38.580683
49387,気仙沼・本吉地域広域行政事務組合,1971-08-02 00:00:00,9880104,宮城県気仙沼市赤岩五駄鱈43番地2,0226229111,141.5745877,38.8808522
49646,石巻地方広域水道企業団,1980-10-14 00:00:00,9860861,宮城県石巻市蛇田字新上沼116番地,0225956713,141.2846648,38.4513164
49654,宮城県市町村自治振興センター,1993-11-01 00:00:00,9813341,宮城県富谷市成田二丁目22番地1,0223515781,140.8878317,38.3681359
49689,加美郡保健医療福祉行政事務組合（普通会計分）,1998-01-30 00:00:00,9814122,宮城県加美郡色麻町四竃字杉成9番地,0229662760,140.8491574,38.5511257
